reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
708610f0-b02c-4f76-a28d-e134adcbeb64,Darma Ayu,https://play-lh.googleusercontent.com/a/AGNmyxZP4uSx9eP0qcYnqpXXHf7jxXGmXOj3y4vGhgie=mo,"Makin lemot saja nih koneksi shopeee, buka toko Merah sebelah aman aman aja",1,0,2.50.06,2022-10-29 10:24:32,,
6a99aab7-4e96-4d3d-ba49-69dc8e3e63fe,nady kusnady,https://play-lh.googleusercontent.com/a/AGNmyxba8_C8G_kKlRtj16un2jvz8LsYq-fOfnf87V6M=mo,Lemot banget sekarang.,1,0,2.93.16,2022-11-20 04:45:57,"Hi Kak Nady, maaf udah bikin ga nyaman. Yuk pastikn kamu sdh update app Shopee ke versi terbaru, clear cache, gunakan jaringan internet yg stabil & dicoba secara brkala ya ka, pastikan jg memori kak cukup untk mnjalankan app shopee kak. Kalo msh kendala, bs colek mimin via Live Chat. Sehat selalu🙏 ^NN",2022-11-20 05:32:47
cbf9cd2d-f242-4ef2-91b3-342486e9593b,Hardono supriyanto,https://play-lh.googleusercontent.com/a/AGNmyxaT3lJO6R7YXZjSxpXmhF_W7qiHqdDnG_WqeNHm=mo,"Shopee memang payah,paket sepatu dari Jakarta kebatam,15 hari belum sampai,kurirnya shopee xpress hemat,nggak sesuai dengan namanya,bea 39rb,kurir lain aja 3 hari sudah sampai,malas belanja dishopee sekarang.",1,0,2.95.52,2023-02-19 10:12:01,"Hai Kak, Maaf bikin kamu ga nyaman. Terkait keluhan Kakak akan kami jadikan feedback agar pelayanan Shopee semakin lebih baik, aku infoin jika kakak ada kendala bisa colek mimin di akun resmi sosmed Shopee ya. Terima kasih :) ^XP",2023-02-19 11:27:33
01cbe968-d56c-4e9a-8c18-576fcd3f219c,Erfan Budianto,https://play-lh.googleusercontent.com/a-/ACB-R5RAasiX0dMofayGMrYqFOmlmomMl_6_uMRRt4M3,Apk lintah darat...banyak ongkos tambahan,1,0,2.95.47,2022-12-24 01:23:54,,
aaf832fb-034b-42b2-9cd7-0c767008a434,Gundul jo,https://play-lh.googleusercontent.com/a-/ACB-R5RQUY8BU2v_gTd2qfg2pnZdDWgTIRnzj6RNR3rVtg,Aplikasi lemot... pencarian tidak akurat... Jelek bgt sekarng.tolong perbaiki agar bintang bisa full,1,0,2.89.41,2022-11-05 11:32:10,"Hi kak, maaf ya udh bikin gk nyaman. Terkait kendala km, mimin bantu saranin pastiin jaringan internet stabil, logout login, pastiin jga kmu udh update aplikasi Shopee versi terbaru, dan coba lakukan clear cache aplikasi yaa. Kalau msh berkendala hub. mimin melalui Call Center di 08001500702 atau Live Chat yaa kak. Met sore🙏 ^KJ",2022-11-05 12:23:20
a7ae664c-81d8-43b3-9cf1-1c8455ae96d4,Silvio “Sil”,https://play-lh.googleusercontent.com/a-/ACB-R5RX0JlCQDH8x3Bw3qbzI6_63rj_naJB7UX2jjcN_Q,Notifikasi Shopee video ganggu. Stop jadi TikTok wannabe. Fokus aja ke e-commerce,1,0,2.92.27,2022-09-12 08:05:34,,
d7bc37b0-77b1-4db1-a9bd-9c7cca8b90bf,Lynch1 Riska,https://play-lh.googleusercontent.com/a/AGNmyxZT_XZ3Sz-YIZVMzTVq_JTStEhUJNdWGuqLoLU=mo,"Kocakk nii asli, spinjam ga bs , skg sppaylater pun di nonaktfkan ga jelas bgt bisa tb2 bgtu. Bukan makin lbh baik stlh di updt malah makin jadi buruk nya hahaa",1,0,,2022-08-09 08:35:28,,
70153089-c21b-4f99-90b6-4790f60b602c,Lulu ulhaq,https://play-lh.googleusercontent.com/a-/ACB-R5QWNmB4NK_OpzNeeKJxfud-kwIn6ewhOOJL-gRQ,Lemotttttt parahhhhhhhhhhh,1,0,2.89.41,2022-07-16 19:02:07,"Hai kak Lulu, maaf banget ya kak. Pastikan telah menggunakan versi aplikasi terbaru, clear cache, logout dan login kembali, serta coba secara berkala. Jika masih berkendala bisa hubungi mimin lewat Live chat atau call Shopee 08001500702. Makasih 🙏 ^ZM",2022-07-16 20:25:15
5496dd6a-9e68-4a45-a3b9-c29fb0fe00a5,Bengal Tiger,https://play-lh.googleusercontent.com/a-/ACB-R5Ricnx_NH-oW9uyGWcHGP4mCmiV93k-yYxxgjAV,Saya kira cuma saya yang merasakan trouble pada aplikasi ini... Ternyata hampir semua. Makin diupdate makin kacau... Shoope sekarang berat karena ada video kaya tik tok segala macam. Nggak nyaman,1,0,,2022-11-06 06:13:57,"hi kak, mohon maaf sudah buat kamu tidak nyaman. utk kendala aplikasi kamu bisa lakukan clear cache dan pastikan jaringan kamu stabil. untuk shopee video, fitur tsb untuk pengguna berinteraksi dengan Pengguna lainnya melalui video. jika ada kendala kamu bisa infokan ke live chat / DM IG shopee_id, terimakasih 🙏^VQ",2022-11-06 07:21:57
19a93993-5f2b-4cd6-bc63-cf14ea30a977,Rahmawati 03,https://play-lh.googleusercontent.com/a/AGNmyxa9nkSKYCJix-BgqjP1BaxssnR3VH6ewS8_yrvX=mo,eror mulu,1,0,,2022-09-22 13:21:00,,
fe09273f-6913-4768-ba3e-e179e73a2c3f,Kessi Po,https://play-lh.googleusercontent.com/a/AGNmyxZDNFhI-mXvS474cjHnXAbh70Ki3BWLstQsGHNI=mo,"Sumpah aplikasi sering ngelag, trs tiba"" log out sendiri. Tlg dibenerin yah! Susah tau buat yang lupa email sama pasword nya!",1,0,2.95.52,2023-02-06 04:54:46,,
0449300a-1a00-4bd4-a764-d72486a950ca,Afrilia Triwahyuni,https://play-lh.googleusercontent.com/a/AGNmyxZHO5_YUbKxP26_mVFh9CB5d6coK0MHVIDwgx4y=mo,Shopee ngebug apa gimana sih? Uang dari shopee video bisa ditarik ke spay tapi dari spay gabisa ditransfer ke rekening. Parah. Rating ku ubah kalau sudah diperbaiki,1,0,2.91.09,2022-08-01 04:10:26,"Hi kak, maaf atas kendalanya yaa. Mimin infoin kamu hanya dapat melakukan penarikan apabila jumlah saldo Bonus melebihi batas minimum penarikan&kamu hanya bs menarik saldo Bonus 1kali dalam 1hari.Klo ada pertanyaan lain bs hubungi detailnya didm twitter ShopeeID. Thx^OL",2022-08-01 05:57:53
cbef18f1-6f2e-44c5-9cf4-5605156c6163,Yudha Qudel,https://play-lh.googleusercontent.com/a/AGNmyxZTl9rDK4h9Rq_NCfNi-KW1NMGPfut_YZhoP0vT=mo,"Pelayanan burik,,konsumen cm jadi target pasar doang,seller banyak yg cm nyari cuan tanpa melayani konsumen dgn benar Komplen ga ditanggepin Merdeka deh buat seller Buat pembeli mau protes juga ga bakalan digubris Makasih pengalamannya,ga bakalan pesennlagi d aplikasi ini",1,0,,2023-04-01 01:36:31,"Hi kak maaf ya udah buat kamu kecewa🙏, terima kasih atas feedbacknya, Shopee akan terus berusaha meningkatkan layanan agar kamu bisa berbelanja dengan nyaman. Mengenai kendala ini Mohon hubungi kami dengan memberikan screenshot review ini melalui Live Chat atau DM ke Social Media kita @Shopee_id / @Shopeecare ya ^XA",2023-04-01 03:38:49
7a44bbfb-7853-464d-bf23-ae47c7f656c7,Agus Ac,https://play-lh.googleusercontent.com/a/AGNmyxZ09s5SKgNje60ahqaatoLEOvbN4q9G20C9Yd_z=mo,Gj,1,0,,2022-08-17 07:46:35,"hai kak, maaf ya buat kamu gak nyaman. jika ada pertanyaan atau kendala terkait Shopee, kamu bisa langsung infoin detail kendala kamu lewat dm Twitter ShopeeID agar dapat mimin bantu lebih lanjut. sehat selalu ^NQ",2022-08-17 09:31:21
add4dd12-1642-4f19-ae6a-a4286b61a53e,Abdul Azis,https://play-lh.googleusercontent.com/a/AGNmyxa3YCvCM_mf1_Gp9khitdGdAoOWcUOnHhBVGnkl=mo,Udah lama ga belanja di shopee pas mua check out lupa pin mau ganti pin ga bisa alasan keamanan ini aplikasi gimana si gua mau belanja susah woooyyy,1,0,2.95.47,2022-11-19 06:07:41,"Hallo kak Abdul, maaf atas ketidaknyamannya. Terkait kamu tidak bisa ubah PIN. Agar mimin bisa cek lebih lanjut, mohon infoin username & screenshoot kendala yang kamu alami melalui Live chat ya. Sehat selalu kak 🙏 ^CL",2022-11-19 07:29:21
2e2cd0c6-b430-4740-b77c-87be3b0e6b54,MIRVIO Family,https://play-lh.googleusercontent.com/a-/ACB-R5T1g0NnTlxOZXONiFlZwtcGqZmvPgNZg8hQVpYsCw,"Makin parah, Saat hendak buka aplikasi selalu eror Dan selalu ada kata kata halaman sedang dalam perbaikan setelah itu kembali ke halaman utama gimana mw masuk selalu kenak tolak terus",1,0,2.95.52,2022-12-23 23:25:13,"Hai Kak, terima kasih atas rating dan feedback yang kamu berikan! Senang sekali mendengarnya. Semoga kedepan Shopee semakin lebih baik lagi dan pastinya kami akan terus meningkatkan fitur juga pelayanan kami. Jangan lupa cek terus promo menarik dari Shopee di banner iklan pada aplikasi Shopee kamu ya! :) ^JS",2017-09-13 04:18:41
b98963ee-de2a-4a5a-8b6a-0e074296273d,Array kidnef,https://play-lh.googleusercontent.com/a-/ACB-R5SOjjIEio2eLKeWq9mdfqNOJQcLD-BXXUYoTrbAjQ,Shopee lemooooooooootttttttttt bikin emosiiiii tiap buka aplikasinya !!!!!!!!!!!!!!!!!!!!!!!,1,0,2.95.20,2022-11-06 01:12:37,"Hi kak, maaf ya terkait kendala aplikasi km lemot.

Mimin saranin km untuk pastikan sudah update aplikasi ke versi terbaru, dan boleh coba clear cache / tutup paksa aplikasi Shopee-nya dulu ya. Mohon dicoba berkala dalam 1x24 jam, apabila masih berkendala, bs hub mimin via DM di @shopeeid / @shopeecare atau Live Chat di aplikasi Shopee 🙏🏻 ^GK",2022-11-06 03:03:46
be088a21-0dbe-4b51-befa-b78806b170ea,Andi Gunawan,https://play-lh.googleusercontent.com/a-/ACB-R5RnVYHDF65hGQGY03y_V1NKXjQK4U2DlRnyss4Rkw,Tiap buka produk cuma blank putih ga ada yg bisa dilihat atau klik.,1,0,2.94.13,2022-10-27 14:17:58,,
b27fc086-aeb3-4b5c-8b2e-8e98f3e821cd,annisah Putrii,https://play-lh.googleusercontent.com/a/AGNmyxY6qos6K2IsxAu06d2yegcWHZQ0nGLEiYbq6l4K=mo,Bohong,1,0,,2023-04-02 03:32:30,,
cd8a58bd-2909-478b-ac4b-c0dbf7ad2ef7,Pitry Yann,https://play-lh.googleusercontent.com/a-/ACB-R5QT7zjW2kcQFIbJwFVfa-ewkvzuyal5vYnczYpd,"Kembalikan shope yg dulu Yg geratis ongkir tampa minimal belanja Tanpa spaylatger dan spipay, shoppe adminnya ga ramah masalah saya tentang komisi affiliate selama 5 bulan tidak cair dan tidakterselesaikan",1,0,2.92.24,2022-09-09 13:23:47,,
caa1335a-c5de-4c1b-8206-f1059a5ddd5e,Syahnaz 221,https://play-lh.googleusercontent.com/a/AGNmyxbstn83D-EHRDI5kLJ6zX1CI46p8PKAsDD450Dj=mo,Tekek,1,0,,2022-12-07 11:39:24,,
259411af-4996-419e-827b-fc38d702a5d3,Rahel Ni Genk,https://play-lh.googleusercontent.com/a/AGNmyxZJ89sRUZV4UQiKxxotfBWKlIxWtNBjkBQHfbwr=mo,Ngeleg gjls bngt,1,0,2.95.59,2023-02-05 02:06:34,,
0d901b29-e07d-4d73-a17b-6b4c69d7eb5d,daffa riski,https://play-lh.googleusercontent.com/a/AGNmyxb44gYHXQsCNgJKcigmYWE_6gGgHu2M-q6tLDI0=mo,pesen barang gasampe2,1,0,,2022-09-16 07:56:47,"Hai kak maaf buat kamu cemas, terkait pesanan yang belum sampai hingga tgl estimasi maka bisa klik ""Ajukan Pengembalian""atau ""Perpanjang Masa Garansi Shopee"". Km jg bisa konfirmasi ke pihak jasa kirimnya. Untuk detailnya bisa infoin nomor pesanan kamu di DM sosial media mimin ya. Met sore🙏 ^AS",2022-09-16 08:53:56
8f289443-82aa-4045-a4f1-8d7ec2fc0c47,kenda bagusmaya,https://play-lh.googleusercontent.com/a-/ACB-R5TAwDoLY0J5dontfhBUYTcHae8gzI_45sm-GgZvIA,bed,1,0,2.91.30,2022-08-23 18:47:53,,
6a19840c-6969-4b60-8fc6-239508df020f,Dwi Ariska,https://play-lh.googleusercontent.com/a/AGNmyxaL0HtoO5vOi09jEmvj5KQf4e3W5brCcPlTf4J_=mo,Lelet bgt sii mangkin gk enk deh,1,0,,2022-12-10 06:00:47,"Hi kak maaf atas ketidaknyamannya🙏 Pastiin RAM/Memory HP kamu ga penuh yaa. Kamu bisa lakukan clear cache, pastikan jaringan internet stabil dan gunakan WIFI. Bisa lakukan log in dan log out kembali aplikasinya. Kalo ada kendala atau pertanyaan bisa chat Live Chat atau ke DM sosmed @Shopee_id atau @Shopeecare ya. Terima Kasih 🙏 ^PP",2022-12-10 08:16:09
96b162dc-a5de-4086-b880-7e667c7fcf37,Heni Nugraha,https://play-lh.googleusercontent.com/a/AGNmyxY47nL-qC1PEvHqvCK5fqixN-jnSbcil1dO18g=mo,PARAH ANYING AKUN SHOPEE AING MALAH DI BLOKIR DENGAN ALASAN GAJELAS !,1,0,2.81.21,2022-12-23 08:40:21,,
333b5b8a-d4cc-491f-957a-a93a8946aead,Ade Pratama,https://play-lh.googleusercontent.com/a-/ACB-R5S88sj54yypXbwRF01SiuRh4GH9xc0l_B2Hy1fh,kebanyakan update setiap update malah malin ga jelas malah makin lemot sistem loading nya buka karena jaringan tpi emang dri shoppe nya!!!,1,0,2.95.52,2023-01-04 13:18:21,"Hi kak maaf yaa udah buat resah. Boleh yuk kak pastiin, akun Shopee kakak dalam versi terbaru dan jaringan internet kakak stabil. Boleh coba clear cache aplikasi Shopee nya yaa. Coba berkala kak 1x24 jam, jk ada yg bingung, boleh menghubungi kami lwt Live Chat ya kak detailnya klik klik https://shp.ee/9ddcsh5 terima kasih 🙏 ^UL
",2023-01-04 15:23:02
4f25e117-63a0-4547-9437-f5b9ef41847f,Rofa Alhakim,https://play-lh.googleusercontent.com/a/AGNmyxZRUvGVl2jgpwwL9BqeEUdNM_7qDYhSQRWYRgKa=mo,"Transfer ke bank kena biaya 2500, katanya gratis",1,0,2.95.47,2022-12-02 05:29:36,,
8dab9bff-d557-4631-802c-783a1caedb86,Muhammad Naufal Akrom,https://play-lh.googleusercontent.com/a-/ACB-R5SUhVBzQz3MjjjJlix02KVxnxIc4pcz0e9-gC7j,"Sorry nihh, kenapa untuk pencarian seperti pods, vape, dll tidak bisa di cari ya !!!! Tolong perbaiki dongs",1,0,2.95.52,2023-01-29 07:08:21,,
21c7a8bf-2fe6-4da0-8503-1ef5c713f988,Hendrikus jabur,https://play-lh.googleusercontent.com/a-/ACB-R5T8sSFuol8IkYrs53N6Gob9-BqGSrRTksQ9WB8Fng,Tidak sesuai pesanan,1,0,,2022-08-27 01:02:53,"Hai kak , maaf ya udh buat kamu nga nyaman , terkait pesanan tdk sesuai , mimin sarankan untuk cek kembali melalui fitur chat mulai dari produk, pengiriman dan lainnya. Jika pesanan tidak sesuai bisa ajukan pengembalian barang/dana. Utk lebih detailnya mohon menghubungi kami melalui Call Center di 08001500702 atau Live Chat. Sehat selalu 🙏 ^PI",2022-08-27 02:40:25
2737c124-fca6-4dd2-a5d5-4a4200f50e70,jose putra pratama,https://play-lh.googleusercontent.com/a-/ACB-R5R6fbQufFqLSl4cDqm_Fj5kQUD2w_ZvVOpNXO68,Aplikasi nya terlalu berat bngt dan lemot parah bngt,1,0,,2022-08-15 18:50:56,,
e0feb0c6-e921-449b-a549-abd5a1588b81,Riko,https://play-lh.googleusercontent.com/a/AGNmyxbAn_srrO5liGk_RYzPOTspTcBW1IHBGW-258MQ=mo,Nyesal gue dowloadnya..gk bisa sama sekali di buka yg ada muter muter trs..parah sihh buat yg mau download urungkan niatmu dekk.nanti nyesal,1,0,2.91.23,2022-08-04 10:45:34,,
a996ff65-ac1c-41ca-8341-ade20299301d,M.Hardian Noor,https://play-lh.googleusercontent.com/a-/ACB-R5SLLYdvOdD04Z1E4P5EZgLUwM3oMT4QV1mOqwIrYA,"Jujur ini aplikasi semakin ke sini semakin gak jelas, sudah top up, mau isi pulsa malah keluar terus",1,0,2.95.52,2022-12-21 15:40:50,"Hi kak, Dont worry yaa, untuk kendala kakak pastiin jaringan yang kakak gunakan stabil, lakuin clear cache, lalu update aplikasi. Kakak jg bisa coba secara berkala dalam waktu 1x24 jam. Kalau nanti ada kendala lagi, jangan sungkan buat colek mimin yaah di DM sosmed resmi Shopee. Moga kendalanya cepat teratasi kak :) ^SO",2022-12-21 16:16:11
8c1a3dba-b7e2-4cd6-a7a1-a33b9d804142,Eri Herdi,https://play-lh.googleusercontent.com/a-/ACB-R5Rjipmdj2rrV4KDmfl18Rkw_TjoP9WA7ALtqNkm2A,server jelek. konekdi kenceng di shopee jadi lemot,1,0,2.85.32,2023-01-19 13:43:35,"Hi kak, maaf atas kendalanya. Terkait kendala kakak mimin saranin utk update aplikasi versi terbaru, clear cache pd aplikasi Shopee, kemudian logout - login kembali, pastikan koneksi internet stabil dan cobalah secara berkala. Klo masih kendala, bisa hubungi di DM sosmed Shopee resmi yaa . Sehat selalu 🙏 ^RO
",2023-01-19 14:47:31
7e3c92c8-feea-4b9d-92be-e661574342ff,Rendy Ferdinand,https://play-lh.googleusercontent.com/a-/ACB-R5TF__fiIMPe4CtQ6DPgYNAsQOmO_K0sLAvcqYPOPQ,"Di hp ZTEA0622, jika kalian login/daftar gabisa (Muncul L01) di web pdhl bisa. cuman di aplikasinnya aja yg bug",1,1,2.95.52,2023-01-13 19:40:01,"Hai kak, maaf ya buat kendalanya. Percobaan login kamu gagal karena telah mencapai batas maksimum login. mimin saranin km utk mencoba lagi nanti atau login dengan akun yang lama ya kak. kl ada pertanyaan bisa chat mimin di DM IG shopee_ID ya. moga membantu🙏 ^DK",2023-01-14 00:28:17
76b97c2e-dfa3-46c4-9c25-c8b054147166,Melzi I,https://play-lh.googleusercontent.com/a/AGNmyxYTBvYHqatt4HFxlV8o1YQkXTTgYAlf6HxF-rA_=mo,"Pilih pengiriman instant, sampenya besok hari nya",1,0,2.89.41,2022-07-14 03:41:53,,
eda81000-f6a7-4227-b902-3b7f53aad79e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Verifikasi wajah kenapa lama sekali. Padahal nomer HP dan pasword sudah betul,1,0,2.94.13,2022-10-27 08:30:41,"Hi kak, maaf atas ketidaknyamanannya ya. mengenai kendala verifikasi wajah, hal tersebut dikarenakan wajah kmu tidak dapat terdeteksi oleh sistem kami. Pastikan jaringan internet km stabil, clear cache pada aplikasi Shopee, Log Out serta Log In kembali. Km bisa coba secara berkala dalam waktu 1x24 jam. Semoga infonya membantu 🙏 ^LY",2022-10-27 09:14:25
cd85ad64-8d0b-4291-97ac-58cdd9b53131,Powell Tobing,https://play-lh.googleusercontent.com/a-/ACB-R5SL1LNcBHzQQtz4P66h339T_psIjHIliwWShhuj,Lemot parah,1,0,2.94.25,2022-11-02 13:43:00,"hi ka maaf ya atas kendalanya, terkait hal tersebut aku sarankan untuk pastikan internet stabil, dan lakukan clear cache. jika masih terkendala bisa hubungi aku melalui live chat yaa. met malam :)^DR",2022-11-02 15:35:46
75dac466-28a3-4e97-a86a-4d0931f7e2a0,serman aja,https://play-lh.googleusercontent.com/a-/ACB-R5SZPa8w5tA5I7Z9Tb-I8QUlCtGF1zSSr5sg5zXC,"Dulu enak belanja di sini sekarang mending belanja di tik tok saja shopee skrg sdh pakai biaya LAYANAN ,kalau pakau pay later pun tdk dapat gratis ongkir ,POKOKNYA TINGGALKAN SHOPEE",1,0,2.94.13,2022-10-25 02:16:05,,
b08004f2-f45d-44b0-8f2f-4223a8544bd5,Dian Octaviani,https://play-lh.googleusercontent.com/a/AGNmyxbUWPWXdVJW5i0FR4LjHvF-AMlrTJGA4ViEYLVi=mo,Rasany pengen uninstall aja. Lemot bgt,1,0,2.91.23,2022-08-29 11:41:06,"Hi Kak, mohon maaf atas kendalanya yang dialami mengenai apk lemot saat ini tidak ada kendala pada sistem shopee. Aku saranin kamu pastiin udah update aplikasi versi terbarunya yah, pastiin jaringan stabil dan mencoba berkala yah kak . Kendala lebih lanjut silahkan hubungin kami melalui Call Center di 08001500702 atau Live Chat. Stay safe 🙏^ST",2022-08-29 14:03:38
aaf8273e-9a01-4cb8-9176-e509026a3f90,Saiful Azis,https://play-lh.googleusercontent.com/a-/ACB-R5Tkgplw3k2PwvAHfL0GRYU7sA0npRaZ_RQR_09B,Coba tolong shope eror apa kenapa sih ? koq kembali ke halaman utama melulu. tolong dong pihak shope bertindak,1,0,2.95.59,2022-12-24 05:43:26,,
d2b43745-6191-47f6-9a10-a536ecd78449,Lucky Adytia Putra,https://play-lh.googleusercontent.com/a-/ACB-R5SJwzQvUjp-iyvt7I1dRe9HsEkut-PeJv2fDQx7,ga jelas . telat bayar seminggu saja langsung di blok . sudah saya lunasi . ga ada timbal balik nya .,1,0,2.29.11,2022-12-31 10:39:32,"Hi Kak, maaf ya buat resah. Terkait kendala akun yg di nonaktifkan mhon pastikan kmu telah melakukan pembayaran tagihan SPayLater sesuai tgl jatuh tempo ya Kak. Utk di cek lebih lanjut, mhon infoin details kendala ke Social Media Shopee di @Shopee_id atau @Shopeecare ya. Sehat selalu 🙏 ^HQ",2022-12-31 11:04:28
028b30d4-a087-4a0e-b4f6-370886c06966,Muhammad reza Rez,https://play-lh.googleusercontent.com/a/AGNmyxbDN_zaHY-_9l6myGSi_mlPpXijolc5L6VFlmMB=mo,Knpaa kok tak bisa cod,1,0,2.95.52,2023-01-21 08:01:47,"Hi kak, maaf ya buat risau. Mengenai tdk bisa COD, mimin bantu infoin pastikan km tidak melakukan penolakan pesanan COD sebanyak 2x dan pastikan alamat km mendukung utk pembayaran menggunakan COD ya kak, jika ada pertanyaan lain bisa hub mimin via live chat ya, met sore 🙏^MU",2023-01-21 09:22:25
5db51214-cf41-4dc4-8e14-6d7af70d107e,Z•アジ,https://play-lh.googleusercontent.com/a/AGNmyxa2z24vf7wTBJI6T5l9UDRqp0tm1Qd8LtjA6fj8fA=mo,"Kg jelas ngaleg scroll nya leg, ini udh parah bet bug nya lgi lihat lihat bareng trs langsung keluar bug kebeli cod sampe aku lupa sya yg rugi inii",1,0,2.78.31,2022-08-19 13:22:16,,
